arxiv_id,date,thread,thread_name,category,flagged_math_GM,published_journal_ref,title,authors,url
2102.08077,2021-02-16,B,Random matrix theory & moments,math.NT,False,,Omega results for cubic field counts via lower-order terms in the one-level density,Peter J. Cho; Daniel Fiorilli; Yoonbok Lee; Anders Södergren,https://arxiv.org/abs/2102.08077
2604.05563,2026-04-07,C,Log-correlated fields / extreme values,math.NT,False,,Partial sums of random multiplicative functions with supercritical divisor twists,Jad Hamdan,https://arxiv.org/abs/2604.05563
2601.02623,2026-01-06,C,Log-correlated fields / extreme values,math.NT,False,,Joint extreme values of the Riemann zeta function at harmonic points,Qiyu Yang; Shengbo Zhao,https://arxiv.org/abs/2601.02623
2510.14309,2025-10-16,C,Log-correlated fields / extreme values,math.NT,False,,Explicit extreme values of the argument of the Riemann zeta-function,Shōta Inoue; Hirotaka Kobayashi; Yuichiro Toma,https://arxiv.org/abs/2510.14309
2506.16115,2025-06-19,C,Log-correlated fields / extreme values,math.NT,False,,Dirichlet $L$-functions on the critical line and multiplicative chaos,Sami Vihko,https://arxiv.org/abs/2506.16115
2405.06474,2024-05-10,C,Log-correlated fields / extreme values,math.NT,False,,The Fyodorov--Hiary--Keating Conjecture on Mesoscopic Intervals,Louis-Pierre Arguin; Jad Hamdan,https://arxiv.org/abs/2405.06474
2404.08575,2024-04-12,C,Log-correlated fields / extreme values,math.PR,False,,Hybrid Statistics of a Random Model of Zeta over Intervals of Varying Length,Christine Chang,https://arxiv.org/abs/2404.08575
2312.12199,2023-12-19,C,Log-correlated fields / extreme values,math.NT,False,,On derivatives of zeta and $L$-functions near the 1-line,Zikang Dong; Yutong Song; Weijia Wang; Hao Zhang,https://arxiv.org/abs/2312.12199
2307.00982,2023-07-03,C,Log-correlated fields / extreme values,math.NT,False,,The Fyodorov-Hiary-Keating Conjecture. II,Louis-Pierre Arguin; Paul Bourgade; Maksym Radziwiłł,https://arxiv.org/abs/2307.00982
2303.06739,2023-03-12,C,Log-correlated fields / extreme values,math.NT,False,,Extreme values of Dirichlet polynomials with multiplicative coefficients,Max Wenqiang Xu; Daodao Yang,https://arxiv.org/abs/2303.06739
2302.08285,2023-02-16,C,Log-correlated fields / extreme values,math.NT,False,"Bull. London Math. Soc. 55 (2023), 2963-2975",A dichotomy for extreme values of zeta and Dirichlet L-functions,Andriy Bondarenko; Pranendu Darbar; Markus Valås Hagen; Winston Heap; Kristian Seip,https://arxiv.org/abs/2302.08285
2301.10634,2023-01-25,C,Log-correlated fields / extreme values,math.NT,False,,Freezing transition and moments of moments of the Riemann zeta function,Michael J. Curran,https://arxiv.org/abs/2301.10634
2202.06799,2022-02-14,C,Log-correlated fields / extreme values,math.NT,False,,Large Deviation Estimates of Selberg's Central Limit Theorem and Applications,Louis-Pierre Arguin; Emma Bailey,https://arxiv.org/abs/2202.06799
2110.14178,2021-10-27,C,Log-correlated fields / extreme values,math.NT,False,,Extreme values of the Dirichlet $L$-functions at the critical points of the Riemann zeta function,Shashank Chorge,https://arxiv.org/abs/2110.14178
2110.04278,2021-10-06,C,Log-correlated fields / extreme values,math.NT,False,,On Large Values of $|ζ(σ+{\rm i}t)|$,Zikang Dong; Bin Wei,https://arxiv.org/abs/2110.04278
2108.07264,2021-08-16,C,Log-correlated fields / extreme values,math.NT,False,"Enseign. Math. 68 (2022), no. 3, 307-340",A model problem for multiplicative chaos in number theory,Kannan Soundararajan; Asif Zaman,https://arxiv.org/abs/2108.07264
2106.15141,2021-06-29,C,Log-correlated fields / extreme values,math-ph,False,,Maxima of log-correlated fields: some recent developments,E. C. Bailey; J. P. Keating,https://arxiv.org/abs/2106.15141
2103.04817,2021-03-08,C,Log-correlated fields / extreme values,math.PR,False,,Maxima of a Random Model of the Riemann Zeta Function over Intervals of Varying Length,Louis-Pierre Arguin; Guillaume Dubach; Lisa Hartung,https://arxiv.org/abs/2103.04817
2606.22562,2026-06-21,D,Positivity & explicit-formula criteria,math.CV,False,,A Colombeau--Beurling criterion for the Riemann hypothesis,Amaury Alvarez Cruz; Esteban A Alvarez Gutierrez,https://arxiv.org/abs/2606.22562
2606.24924,2026-06-20,D,Positivity & explicit-formula criteria,math.GM,True,,"Spectral Riccati--Gamma Concavity, Symmetric Zero Cancellation, and Conditional Criteria for the Riemann Hypothesis",Dragos-Patru Covei,https://arxiv.org/abs/2606.24924
2602.20313,2026-02-23,D,Positivity & explicit-formula criteria,math.CA,False,,On the Pólya Frequency Order of the de Bruijn Newman Kernel. Certified Failure at Order Five and the Toeplitz Threshold Phenomenon,Wojciech Michałowski,https://arxiv.org/abs/2602.20313
2509.18963,2025-09-23,D,Positivity & explicit-formula criteria,math.NT,False,,Note on the positivity of the real part of the log-derivative of the Riemann $ξ$-function near the critical line,Andrius Grigutis; Lukas Turčinskas,https://arxiv.org/abs/2509.18963
2509.10588,2025-09-12,D,Positivity & explicit-formula criteria,math.GM,True,,A Dynamical Criterion Equivalent to the Riemann Hypothesis,Hendrik Wladimir Albrecht Edwin Kuipers,https://arxiv.org/abs/2509.10588
2508.09480,2025-08-13,D,Positivity & explicit-formula criteria,math.NT,False,,An effective version of Chebotarev's density theorem,Sourabhashis Das; Habiba Kadiri; Nathan Ng,https://arxiv.org/abs/2508.09480
2505.23238,2025-05-29,D,Positivity & explicit-formula criteria,math.GM,True,,Beweis der Riemannschen Vermutung über ein reguliertes normiertes Integralmodell,Dennis-Magnus Welz,https://arxiv.org/abs/2505.23238
2504.14563,2025-04-20,D,Positivity & explicit-formula criteria,math.NT,False,,Resolution Of Multiplicative Anomaly Of Zeta Regularization For Polynomials,Efe Gürel,https://arxiv.org/abs/2504.14563
2409.17708,2024-09-26,D,Positivity & explicit-formula criteria,math.NT,False,,Equivalent criteria for the Riemann hypothesis for a general class of $L$-functions,Meghali Garg; Bibekananda Maji,https://arxiv.org/abs/2409.17708
2403.15741,2024-03-23,D,Positivity & explicit-formula criteria,math.NT,False,,On the series expansion of the secondary zeta function,Artur Kawalec,https://arxiv.org/abs/2403.15741
2312.17435,2023-12-29,D,Positivity & explicit-formula criteria,math.NT,False,Can. J. Math.-J. Can. Math. 78 (2026) 508-543,Exponential sums over Möbius convolutions with applications to partitions,Debmalya Basak; Nicolas Robles; Alexandru Zaharescu,https://arxiv.org/abs/2312.17435
2312.00108,2023-11-30,D,Positivity & explicit-formula criteria,math.NT,False,,An explicit formula for the zeros of the Riemann zeta function,Eugenio P Balanzario; Daniel Eduardo Cardenas Romero,https://arxiv.org/abs/2312.00108
2311.04347,2023-11-07,D,Positivity & explicit-formula criteria,math.NT,False,,A smooth version of Landaus explicit formula,Eugenio P. Balanzario; Daniel Eduardo Cardenas Romero; Richar Chacon Serna,https://arxiv.org/abs/2311.04347
2305.19665,2023-05-31,D,Positivity & explicit-formula criteria,math.GR,False,,Subgroup growth in free class-$2$-nilpotent groups,Viola Siconolfi; Marlies Vantomme; Christopher Voll,https://arxiv.org/abs/2305.19665
2212.03748,2022-12-07,D,Positivity & explicit-formula criteria,math.GR,False,,Weil zeta functions of group representations over finite fields,Ged Corob Cook; Steffen Kionke; Matteo Vannacci,https://arxiv.org/abs/2212.03748
2211.08973,2022-11-16,D,Positivity & explicit-formula criteria,math.NT,False,"J. Anal. Math. 151 (2023), no. 1, 139-169",Smooth integers and the Dickman $ρ$ function,Ofir Gorodetsky,https://arxiv.org/abs/2211.08973
2211.06255,2022-11-11,D,Positivity & explicit-formula criteria,math.DS,False,Geom. Topol. 29 (2025) 3635-3716,Resonant forms at zero for dissipative Anosov flows,Mihajlo Cekić; Gabriel P. Paternain,https://arxiv.org/abs/2211.06255
2209.10990,2022-09-22,D,Positivity & explicit-formula criteria,math.NT,False,,Polynomial Moments with a weighted Zeta Square measure on the critical line,Sébastien Darses; Erwan Hillion,https://arxiv.org/abs/2209.10990
2209.10522,2022-09-21,D,Positivity & explicit-formula criteria,math.NT,False,,A Prime Power Equation,Timothy Redmond; Charles Ryavec,https://arxiv.org/abs/2209.10522
2206.03682,2022-06-08,D,Positivity & explicit-formula criteria,math.NT,False,,Aspects of the screw function corresponding to the Riemann zeta function,Masatoshi Suzuki,https://arxiv.org/abs/2206.03682
2204.01036,2022-04-03,D,Positivity & explicit-formula criteria,math.NT,False,,From asymptotic to closed forms for the Keiper/Li approach to the Riemann Hypothesis,André Voros,https://arxiv.org/abs/2204.01036
2112.14812,2021-12-29,D,Positivity & explicit-formula criteria,math.NT,False,,Endomorphisms of positive characteristic tori: entropy and zeta function,Keira Gunn; Khoa D. Nguyen; J. C. Saunders,https://arxiv.org/abs/2112.14812
2112.08820,2021-12-16,D,Positivity & explicit-formula criteria,math.NT,False,,"BC-system, absolute cyclotomy and the quantized calculus",Alain Connes; Caterina Consani,https://arxiv.org/abs/2112.08820
2112.04791,2021-12-09,D,Positivity & explicit-formula criteria,math.DG,False,,Kähler-Einstein metrics and Archimedean zeta functions,Robert J. Berman,https://arxiv.org/abs/2112.04791
2102.09941,2021-02-04,D,Positivity & explicit-formula criteria,math.NT,False,,On Congruences for Iterates of the Sum--Power Divisor Function and Conditional Implications for the Riemann Hypothesis,Zeraoulia Rafik; Pedro Caceres,https://arxiv.org/abs/2102.09941
2605.19566,2026-05-19,E,"Zeros: computation, density, zero-free regions",math.NT,False,,On the Goldbach problem with restricted primes,Michael Harm,https://arxiv.org/abs/2605.19566
2604.05733,2026-04-07,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Small gaps between consecutive zeros of the Riemann zeta-function,Shōta Inoue,https://arxiv.org/abs/2604.05733
2604.02960,2026-04-03,E,"Zeros: computation, density, zero-free regions",math.NT,False,,"Large values of $L(σ,χ)$ for subgroups of characters",Pranendu Darbar; Bryce Kerr; Marc Munsch; Igor Shparlinski,https://arxiv.org/abs/2604.02960
2603.25961,2026-03-26,E,"Zeros: computation, density, zero-free regions",math.NT,False,,On a Möbius double sum,Olivier Ramaré; Sebastian Zuniga Alterman,https://arxiv.org/abs/2603.25961
2603.21490,2026-03-23,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Zero-free regions inspired by work of Heath-Brown,Chiara Bellotti; Tim Trudgian; Andrew Yang,https://arxiv.org/abs/2603.21490
2602.14340,2026-02-15,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Minimal zero-free regions for results on primes between consecutive perfect $k$th powers,Ethan Simpson Lee,https://arxiv.org/abs/2602.14340
2601.15610,2026-01-22,E,"Zeros: computation, density, zero-free regions",math.NT,False,,On the Zeros of the Riemann Zeta Function with Two Ordinate Shifts,Ali Ebadi,https://arxiv.org/abs/2601.15610
2512.24230,2025-12-30,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Explicit bounds for the graphicality of the prime gap sequence,Keshav Aggarwal; Robin Frot; Haozhe Gou; Hui Wang,https://arxiv.org/abs/2512.24230
2512.09960,2025-12-09,E,"Zeros: computation, density, zero-free regions",math.GM,True,,Numerical Behavior of the Riemann Zeta Function Using Real-to-Complex Conversion Without Gram Points or Bracketing,Jacob Orellana Real,https://arxiv.org/abs/2512.09960
2511.20059,2025-11-25,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Zeta Zeros on the Critical Line,Daniel A. Goldston; Ade Irma Suriajaya,https://arxiv.org/abs/2511.20059
2511.09978,2025-11-13,E,"Zeros: computation, density, zero-free regions",math.NT,False,,A round of Pintz to celebrate oscillations in sums,Daniel R. Johnston; Tim Trudgian,https://arxiv.org/abs/2511.09978
2508.14888,2025-08-20,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Large sieves for $\mathrm{GL}_n$ and applications,Alexandru Pascadi; Jesse Thorner,https://arxiv.org/abs/2508.14888
2508.14938,2025-08-20,E,"Zeros: computation, density, zero-free regions",physics.gen-ph,False,,Equivalence between the pair correlation functions of primes and of spins in a two-dimensional Ising model with randomly distributed competing interactions,Zhidong Zhang,https://arxiv.org/abs/2508.14938
2507.15334,2025-07-21,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Refinements for primes in short arithmetic progressions,Michael Harm,https://arxiv.org/abs/2507.15334
2507.13780,2025-07-18,E,"Zeros: computation, density, zero-free regions",math.NT,False,,On the connection between zero-free regions and the error term in the Prime Number Theorem,Frederik Broucke,https://arxiv.org/abs/2507.13780
2507.06823,2025-07-09,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Pair Correlation Conjecture for the zeros of the Riemann zeta-function II: The Alternative Hypothesis,Daniel A. Goldston; Junghun Lee; Jordan Schettler; Ade Irma Suriajaya,https://arxiv.org/abs/2507.06823
2506.19319,2025-06-24,E,"Zeros: computation, density, zero-free regions",math.NT,False,,New zero-free regions for Dedekind zeta-functions at small and large ordinates,Sourabhashis Das; Swati Gaba; Ethan Simpson Lee; Aditi Savalia; Peng-Jie Wong,https://arxiv.org/abs/2506.19319
2505.23795,2025-05-26,E,"Zeros: computation, density, zero-free regions",math.NT,False,,The Error in a Smooth Weighted Prime Number Formula and Zero-free Regions for the Riemann Zeta Function,Songlin Han,https://arxiv.org/abs/2505.23795
2503.24275,2025-03-31,E,"Zeros: computation, density, zero-free regions",math.GM,True,,Davenport-Heilbronn Function Ratio Properties and Non-Trivial Zeros Study,Tao Liu; Juhao Wu,https://arxiv.org/abs/2503.24275
2503.15449,2025-03-19,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Pair Correlation Conjecture for the Zeros of the Riemann Zeta-function I: Simple and Critical Zeros,Daniel Alan Goldston; Junghun Lee; Jordan Schettler; Ade Irma Suriajaya,https://arxiv.org/abs/2503.15449
2502.20569,2025-02-27,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Pair correlation: Variations on a theme,William D. Banks,https://arxiv.org/abs/2502.20569
2502.05106,2025-02-07,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Fourier optimization and pair correlation problems,Mithun Kumar Das; Tolibjon Ismoilov; Antonio Pedro Ramos,https://arxiv.org/abs/2502.05106
2501.16779,2025-01-28,E,"Zeros: computation, density, zero-free regions",math.NT,False,,"New exponent pairs, zero density estimates, and zero additive energy estimates: a systematic approach",Terence Tao; Tim Trudgian; Andrew Yang,https://arxiv.org/abs/2501.16779
2412.02068,2024-12-03,E,"Zeros: computation, density, zero-free regions",math.NT,False,,An explicit version of Carlson's theorem,Shashi Chourasiya,https://arxiv.org/abs/2412.02068
2411.19762,2024-11-29,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Math. Ann. 394, 43 (2026)","Pair Correlation of zeros of Dirichlet $L$-Functions: A possible path towards the conjectures of Chowla, Elliott-Halberstam and Montgomery",Neelam Kandhil; Alessandro Languasco; Pieter Moree,https://arxiv.org/abs/2411.19762
2411.19259,2024-11-28,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Maximal order for divisor functions and zeros of the Riemann zeta-function,Hirotaka Akatsuka,https://arxiv.org/abs/2411.19259
2411.01385,2024-11-03,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Optimal Cosine Polynomials for Riemann Zeta Zero-Free Region,Hong Sheng Tan,https://arxiv.org/abs/2411.01385
2410.04506,2024-10-06,E,"Zeros: computation, density, zero-free regions",math.NT,False,,"Voronoi summation formulas, oscillations of Riesz sums, and Ramanujan-Guinand and Cohen type identities",Shashank Charge; Atul Dixit,https://arxiv.org/abs/2410.04506
2409.10051,2024-09-16,E,"Zeros: computation, density, zero-free regions",math.NT,False,,On zero-density estimates for Beurling zeta functions,Frederik Broucke,https://arxiv.org/abs/2409.10051
2409.05761,2024-09-09,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Asymptotics for smooth numbers in short intervals,Khalid Younis,https://arxiv.org/abs/2409.05761
2408.09099,2024-08-17,E,"Zeros: computation, density, zero-free regions",math.FA,False,,Construction of irregular complete interpolation sets for shift-invariant spaces,Kumari Priyanka; A. Antony Selvan,https://arxiv.org/abs/2408.09099
2408.01610,2024-08-03,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Sifting for small split primes of an imaginary quadratic field in a given ideal class,Louis M. Gaudet,https://arxiv.org/abs/2408.01610
2407.14656,2024-07-19,E,"Zeros: computation, density, zero-free regions",math.NT,False,,On the Pair Correlation of Zeros of $L$-Functions for Non-CM Newforms in Shifted Ranges,Di Liu; Clayton Williams; Alexandru Zaharescu,https://arxiv.org/abs/2407.14656
2405.20552,2024-05-31,E,"Zeros: computation, density, zero-free regions",math.NT,False,,New large value estimates for Dirichlet polynomials,Larry Guth; James Maynard,https://arxiv.org/abs/2405.20552
2404.05928,2024-04-09,E,"Zeros: computation, density, zero-free regions",math.NT,False,,A note on trigonometric polynomials for lower bounds of $ζ(s)$,Nicol Leong; Michael J. Mossinghoff,https://arxiv.org/abs/2404.05928
2403.13157,2024-03-19,E,"Zeros: computation, density, zero-free regions",math.NT,False,,A note on zero density results implying large value estimates for Dirichlet polynomials,Kaisa Matomäki; Joni Teräväinen,https://arxiv.org/abs/2403.13157
2310.16518,2023-10-25,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Bulletin of the Australian Mathematical Society 110 (2024), pp. 252 -- 261",A note on the zeros of $L$-functions associated to fixed-order Dirichlet characters,C. C. Corrigan,https://arxiv.org/abs/2310.16518
2310.01913,2023-10-03,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Fourier optimization and Montgomery's pair correlation conjecture,Emanuel Carneiro; Micah B. Milinovich; Antonio Pedro Ramos,https://arxiv.org/abs/2310.01913
2310.04544,2023-09-30,E,"Zeros: computation, density, zero-free regions",math.NT,False,,A remark on density theorems for Riemann's zeta-function,Janos Pintz,https://arxiv.org/abs/2310.04544
2306.09102,2023-06-15,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Int. J. Number Theory 21 (2025), no. 02, 289-316",The Average Number of Goldbach Representations and Zero-Free Regions of the Riemann Zeta-Function,Keith Billington; Maddie Cheng; Jordan Schettler; Ade Irma Suriajaya,https://arxiv.org/abs/2306.09102
2306.04799,2023-06-07,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Acta Arith. 214 (2024), 357-376",An unconditional Montgomery Theorem for Pair Correlation of Zeros of the Riemann Zeta Function,Siegfred Alan C. Baluyot; Daniel Alan Goldston; Ade Irma Suriajaya; Caroline L. Turnage-Butterbaugh,https://arxiv.org/abs/2306.04799
2301.03165,2023-01-09,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Explicit bounds on $ζ(s)$ in the critical strip and a zero-free region,Andrew Yang,https://arxiv.org/abs/2301.03165
2212.06867,2022-12-13,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Explicit zero-free regions for the Riemann zeta-function,Michael J. Mossinghoff; Timothy S. Trudgian; Andrew Yang,https://arxiv.org/abs/2212.06867
2211.10074,2022-11-18,E,"Zeros: computation, density, zero-free regions",math.NT,False,,More Zero-Free Regions for Fractional Hypergeometric Zeta Functions,Demessie Ergabus Birmechu; Hunduma Legesse Geleta,https://arxiv.org/abs/2211.10074
2211.08716,2022-11-16,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Acta Arith. 207 (2023), 365-391",On zero-density estimates and the PNT in short intervals for Beurling generalized numbers,Frederik Broucke; Gregory Debruyne,https://arxiv.org/abs/2211.08716
2211.00260,2022-11-01,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Bull. Aust. Math. Soc., vol. 108, 2023, no. 2, pp. 224--235",Zero-Density Theorems for Families of Dirichlet $L$-functions,C. C. Corrigan; L. Zhao,https://arxiv.org/abs/2211.00260
2210.15782,2022-10-27,E,"Zeros: computation, density, zero-free regions",math.NT,False,Alg. Number Th. 19 (2025) 1621-1635,Extending the unconditional support in an Iwaniec-Luo-Sarnak family,Lucile Devin; Daniel Fiorilli; Anders Södergren,https://arxiv.org/abs/2210.15782
2210.14130,2022-10-25,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Trigonometric inequalities and the Riemann zeta-function,Pace P. Nielsen,https://arxiv.org/abs/2210.14130
2209.03462,2022-09-07,E,"Zeros: computation, density, zero-free regions",math.NT,False,,The Zero Density Theorem for the Rankin-Selberg L-function and its applications,Zhining Wei,https://arxiv.org/abs/2209.03462
2209.01689,2022-09-04,E,"Zeros: computation, density, zero-free regions",math.NT,False,,The Carlson-type zero-density theorem for the Beurling zeta function,Szilárd Gy. Révész,https://arxiv.org/abs/2209.01689
2208.10786,2022-08-23,E,"Zeros: computation, density, zero-free regions",math.NT,False,,"Functional equation, upper bounds and analogue of Lindelöf hypothesis for the Barnes double zeta function",Takashi Miyagawa,https://arxiv.org/abs/2208.10786
2207.00665,2022-07-01,E,"Zeros: computation, density, zero-free regions",math.NT,False,,The method of Pintz for the Ingham question about the connection of distribution of $ζ$-zeros and order of the error in the PNT in the Beurling context,Szilárd Gy. Révész,https://arxiv.org/abs/2207.00665
2206.11729,2022-06-23,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Half-isolated zeros and zero-density estimates,James Maynard; Kyle Pratt,https://arxiv.org/abs/2206.11729
2206.02654,2022-06-06,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Zero-free regions of the Riemann zeta function and approximation in weighted Dirichlet spaces,Eva Gallardo-Gutiérrez; Daniel Seco,https://arxiv.org/abs/2206.02654
2205.06503,2022-05-13,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Res. Number Theory 8 (2022), article number: 71",The Prime Number Theorem and Pair Correlation of Zeros of the Riemann Zeta-Function,D. A. Goldston; Ade Irma Suriajaya,https://arxiv.org/abs/2205.06503
2204.01980,2022-04-05,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Some explicit estimates for the error term in the prime number theorem,Daniel R. Johnston; Andrew Yang,https://arxiv.org/abs/2204.01980
2110.11463,2021-10-21,E,"Zeros: computation, density, zero-free regions",math.NT,False,"Mathematica Pannonica New Series 27 /NS 1/ (2021) 2, 204-232",A Riemann-von Mangoldt-type formula for the distribution of Beurling primes,Szilárd Gy. Révész,https://arxiv.org/abs/2110.11463
2107.13636,2021-07-28,E,"Zeros: computation, density, zero-free regions",math.NT,False,,A note on the mean values of the derivatives of $ζ'/ζ$,Andrés Chirre,https://arxiv.org/abs/2107.13636
2104.10243,2021-04-20,E,"Zeros: computation, density, zero-free regions",math.NT,False,,Zeros of higher derivatives of Riemann zeta function,Mithun Kumar Das; Sudhir Pujahari,https://arxiv.org/abs/2104.10243
2605.30767,2026-05-29,F,General RH / critical line / large values,math.AP,False,,Musings on the Riemann Hypothesis,Ali Nadim,https://arxiv.org/abs/2605.30767
2605.03665,2026-05-05,F,General RH / critical line / large values,math.NT,False,,Joint extreme values of $L$-functions on and off the critical line,Athanasios Sourmelidis,https://arxiv.org/abs/2605.03665
2604.15396,2026-04-16,F,General RH / critical line / large values,math.GM,True,,A new equivalence to the Riemann Hypothesis by means of the Salem integral equation,Benito J. González; Emilio R. Negrín,https://arxiv.org/abs/2604.15396
2604.11941,2026-04-13,F,General RH / critical line / large values,math.NT,False,,Simultaneous non-vanishing of Dirichlet L-functions,Hung M. Bui; Alexandra Florea; Micah B. Milinovich,https://arxiv.org/abs/2604.11941
2604.00693,2026-04-01,F,General RH / critical line / large values,math.CV,False,,Identification of L-functions in the extended Selberg class by preimages of finite sets,Arpita Kundu; Abhijit Banerjee,https://arxiv.org/abs/2604.00693
2603.28104,2026-03-30,F,General RH / critical line / large values,math.NT,False,,Zeta Zeros in a Narrow Vertical Box,Daniel A. Goldston; Ade Irma Suriajaya,https://arxiv.org/abs/2603.28104
2603.08587,2026-03-09,F,General RH / critical line / large values,math.GM,True,,"Informational Cardinality: A Unifying Framework for Set Theory, Fractal Geometry, and Analytic Number Theory",Zhengqiang Li,https://arxiv.org/abs/2603.08587
2603.05122,2026-03-05,F,General RH / critical line / large values,math.GM,True,,Analysis of the Riemann Zeta Function via Recursive Taylor Expansions,Yunwei Bai,https://arxiv.org/abs/2603.05122
2602.05614,2026-02-05,F,General RH / critical line / large values,math.NT,False,,A new improved explicit estimate for $ζ\left( 1/2+it\right)$,Michael Revers,https://arxiv.org/abs/2602.05614
2601.22413,2026-01-29,F,General RH / critical line / large values,math.NT,False,,The Riemann Hypothesis in Oaxaca,Carlos Segovia,https://arxiv.org/abs/2601.22413
2601.16193,2026-01-22,F,General RH / critical line / large values,math.NT,False,,"Density-based structural frameworks for prime numbers, prime gaps, and Euler products",Gregorio Vettori,https://arxiv.org/abs/2601.16193
2601.11052,2026-01-16,F,General RH / critical line / large values,math.NT,False,,On a relation to the Riemann Hypothesis and an analytic part for the divisor function,Hideto Iwata,https://arxiv.org/abs/2601.11052
2512.19761,2025-12-20,F,General RH / critical line / large values,math.GM,True,,Some Series Related to Extended Riemann Hypothesis for Dedekind Zeta Functions,Muhammad Atif Zaheer,https://arxiv.org/abs/2512.19761
2512.12374,2025-12-13,F,General RH / critical line / large values,math.NT,False,,On the Riemann Hypothesis for Drinfeld Modules,Giacomo Micheli,https://arxiv.org/abs/2512.12374
2512.03297,2025-12-02,F,General RH / critical line / large values,math.NT,False,,Mean values of the Riemann zeta function at shifted zeros under the Riemann Hypothesis,Ramūnas Garunkštis; Julija Paliulionytė,https://arxiv.org/abs/2512.03297
2511.13496,2025-11-17,F,General RH / critical line / large values,math.GM,True,,Asymmetry and the Riemann Hypothesis,Walid Oukil,https://arxiv.org/abs/2511.13496
2511.06729,2025-11-10,F,General RH / critical line / large values,math.AG,False,,Riemann Hypothesis for Non-Abelian Zeta Functions of Genus 2 Curves,Shi Zhan,https://arxiv.org/abs/2511.06729
2509.21518,2025-09-25,F,General RH / critical line / large values,math.NT,False,,Some series equivalent to the extended Riemann hypothesis for Dedekind zeta functions,Vincent Nguyen,https://arxiv.org/abs/2509.21518
2509.16240,2025-09-16,F,General RH / critical line / large values,math.DS,False,,Off Critical Zeros Contradict Contraction in the Dynamical Reformulation of the Riemann Hypothesis,Hendrik Wladimir Albrecht Edwin Kuipers,https://arxiv.org/abs/2509.16240
2509.09771,2025-09-11,F,General RH / critical line / large values,math.NT,False,,Large values of Dirichlet polynomials with multiplicative coefficients,Zikang Dong; Yutong Song; Weijia Wang; Hao Zhang; Shengbo Zhao,https://arxiv.org/abs/2509.09771
2509.06248,2025-09-08,F,General RH / critical line / large values,math.NT,False,,On Hardy's $Z$-function and its derivatives associated with the extended Selberg class,Hirotaka Kobayashi,https://arxiv.org/abs/2509.06248
2508.11108,2025-08-14,F,General RH / critical line / large values,math.NT,False,,Short mollifiers of the Riemann zeta-function,J. Brian Conrey; David W. Farmer; Chung-Hang Kwan; Yongxiao Lin; Caroline L. Turnage-Butterbaugh,https://arxiv.org/abs/2508.11108
2507.18121,2025-07-24,F,General RH / critical line / large values,math.NT,False,,Number Field Analogue of Jacobi Theta Relation And Zeros of Dedekind zeta function on Re$(s)=1/2$,Diksha Rani Bansal; Bibekananda Maji,https://arxiv.org/abs/2507.18121
2507.04150,2025-07-05,F,General RH / critical line / large values,math.NT,False,,Selberg's Central Limit Theorem weighted by Linear Statistics of Zeta Zeros,Alessandro Fazzari; Maxim Gerspach; Paolo Minelli,https://arxiv.org/abs/2507.04150
2507.03625,2025-07-04,F,General RH / critical line / large values,math.FA,False,,On the dynamics of a semigroup and its relation with the Riemann Hypothesis,Carlos F. Álvarez; Juan Manzur,https://arxiv.org/abs/2507.03625
2504.17032,2025-04-23,F,General RH / critical line / large values,math.NT,False,,Omega Results for The Divisor and Circle Problems Using The Resonance Method,Kamalakshya Mahatab,https://arxiv.org/abs/2504.17032
2503.07410,2025-03-10,F,General RH / critical line / large values,math.NT,False,,"Large value estimates in number theory, harmonic analysis, and computer science",Larry Guth,https://arxiv.org/abs/2503.07410
2502.09091,2025-02-13,F,General RH / critical line / large values,math.CV,False,,On uniqueness of functions in the extended Selberg class with moving targets,Jun Wang; Qiongyan Wang; Xiao Yao,https://arxiv.org/abs/2502.09091
